Station_Number,station_id,station_name,latitude,longitude,timestamp,free_bikes,empty_slots,uid,number,slots,bike_uids,fsq_id,distance,location_name,location_address,categorized,closed_bucket
3,04764ca50c52190e0e6448114ad094d8,Bradbury Place,54.588123,-5.935525,2024-10-19T19:10:00.949142Z,0,14,20754036,3924,16.0,[''],545b434b498e9a85bdb35967,107,The Woodworkers,20-22 Bradbury Pl,Bar,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",545b434b498e9a85bdb35967,83,The Woodworkers,20-22 Bradbury Pl,Bar,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",4c39a7270a71c9b6e7d642c9,21,Lee Garden,14-18 Botanic Ave,Restaurant,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",4b459b93f964a5207d0e26e3,453,Ginger Bistro,7-8 Hope St,Restaurant,Unsure
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",4bacb913f964a520e8063be3,439,Nando's,24 Ormeau Ave,Restaurant,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",504b9545e4b0b18004d43314,56,Steamboat Oriental Bbq,15 Donegall Pass,Restaurant,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",4b7554a1f964a520ac062ee3,231,Boojum,73 Botanic Ave,Restaurant,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",4c4647bd342c1b8d3040b689,592,The Crown Liquor Saloon,46 Great Victoria St,Restaurant,Unsure
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",4c191a0c4ff90f475e6b0f49,362,Villa Italia,39-41 University St,Restaurant,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",56f3e2b5498e6346b7f91b31,405,Holohans Pantry,43 University Rd,Restaurant,VeryLikelyOpen
4,0a705a961d040d272e9e72b27fd1239d,Botanic Avenue,54.589329,-5.933508,2024-10-19T19:10:00.949105Z,8,5,20753840,3909,16.0,"['830218', '830012', '830523', '830698', '830624', '830623', '830613', '830545']",4b65d319f964a5203a022be3,506,The Limelight,17 Ormeau Ave,Bar,LikelyOpen
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",5ae825e4ad910e002c72a002,285,Tim Hortons,65 Fountain St,Coffee Shop,VeryLikelyOpen
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4b459b93f964a5207d0e26e3,169,Ginger Bistro,7-8 Hope St,Restaurant,Unsure
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4b64a08bf964a52082c32ae3,536,Kelly's Cellars,30-32 Bank St,Restaurant,Unsure
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",57ac99ec498e2258ef0521d3,116,Boojum,14-16 Great Victoria St,Restaurant,Unsure
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4bacb913f964a520e8063be3,231,Nando's,24 Ormeau Ave,Restaurant,VeryLikelyOpen
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4fc21ef5e4b099ce175faf24,258,Home Restaurant,22 Wellington Pl,Restaurant,Unsure
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4b50a28ff964a520762a27e3,54,Fibber Magees,38-42 Great Victoria St,Bar,VeryLikelyOpen
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4c4647bd342c1b8d3040b689,75,The Crown Liquor Saloon,46 Great Victoria St,Restaurant,Unsure
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4bdabe62c79cc928a48b7fe9,170,PizzaExpress,25-27 Bedford St,Restaurant,VeryLikelyOpen
5,0bcde9e962503960bbf3c1940e63be23,Europa Bus Station / Blackstaff Square,54.594821,-5.933116,2024-10-19T19:10:00.949545Z,4,7,20755396,3910,12.0,"['830071', '830705', '830625', '830589']",4b6031acf964a52060d929e3,114,Harlem Cafe,34 Bedford St,Coffee Shop,LikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",514a517de4b0e876ff898ce4,824,Ox,1 Oxford St,Restaurant,VeryLikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4b65d319f964a5203a022be3,207,The Limelight,17 Ormeau Ave,Bar,LikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4bacb913f964a520e8063be3,377,Nando's,24 Ormeau Ave,Restaurant,VeryLikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",5a37b9bd16fa04126cd4ccd7,517,Oh Donuts & Coffee,55 Upper Arthur St,Restaurant,VeryLikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4c489364c047be9aef423479,251,Zen,55-59 Adelaide St,Restaurant,LikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4b459b93f964a5207d0e26e3,563,Ginger Bistro,7-8 Hope St,Restaurant,Unsure
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4bb3c394715eef3b6bce86bb,580,The Garrick Bar,29 Chichester St,Bar,LikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4bdabe62c79cc928a48b7fe9,413,PizzaExpress,25-27 Bedford St,Restaurant,VeryLikelyOpen
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4c4647bd342c1b8d3040b689,623,The Crown Liquor Saloon,46 Great Victoria St,Restaurant,Unsure
6,1d32f54e87d456e46654efe7f4d3bb79,Gasworks (Cromac Street),54.592172,-5.925547,2024-10-19T19:10:00.949649Z,2,10,20755616,3907,12.0,"['830306', '830128']",4b6031acf964a52060d929e3,458,Harlem Cafe,34 Bedford St,Coffee Shop,LikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",51a88d59498e93cab076354d,428,SS Nomadic,Queens Rd,Museum,VeryLikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",504b867fe4b04977de57e845,631,Titanic Slipway,Queens Rd,Monument,VeryLikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",4b588286f964a5204b5b28e3,566,Odyssey Arena,2 Queens Quay,Stadium,VeryLikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",578ba22a498e14e13ba14b1b,555,Titanic Belfast,1 Olympic Way,Museum,LikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",4efb9c6693ad9a2797faf7a2,255,Proni,Titanic Boulevard,City Hall,VeryLikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",644055ec8831fc46af21271d,595,Nando’s,Missing data,Restaurant,Unsure
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",51320349e4b06242f03795b5,325,Subway,"The Arc, Queens Rd",Restaurant,VeryLikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",4d89ef067139b1f72342bfd4,579,W5,2 Queen's Quay,Museum,VeryLikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",4cb46b5adb32f04d5671dd4d,557,Titanic Belfast,2 Queen's Quay,Museum,VeryLikelyOpen
7,21736d82110ac1d36d2d08877b89d666,Titanic Train Halt/ Sydenham Road,54.60342,-5.906825,2024-10-19T19:10:00.951570Z,7,15,80624568,3949,20.0,"['830411', '830383', '830078', '830013', '830005', '830695', '830575']",4f6090eee4b07ca95a464133,394,The Dock Cafe,2K Queens Rd,Coffee Shop,VeryLikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",5b7d902abed483002c1dd6cd,78,Lazy Claire Patisserie,227 Castlereagh Rd,Coffee Shop,VeryLikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",63066857f22c46ab6b78b690,89,Crystal House,251 Castlereagh Rd,Restaurant,LikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",4d0e779a8010a1cd2080df7e,60,Ruby Star,229 Castlereagh Rd,Restaurant,VeryLikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",5e36d78199874bf0cdc0cc54,123,Pizza Hut,215-225 Castlereagh Rd,Restaurant,LikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",4c29da47d26eb713308214d1,117,The Bread Filler,255 Castlereagh Rd,Restaurant,LikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",4c5ab857b05c1b8d5fd6d8b1,451,Subway,Cregagh Rd,Restaurant,LikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",4f8bffa9e4b0b1c4b211eaec,407,Ritchies Chip Shop,Missing data,Restaurant,VeryLikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",3ce36cf317de4b60c729bb42,59,Sandwich Fresh,255 Castlereagh Rd,Coffee Shop,LikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",4c87c49d13e3b1f7fedbd346,250,Boston Chinese,Missing data,Restaurant,VeryLikelyOpen
8,2dde63ecc4e7629be51b8869769355f8,Castlereagh Road,54.586112,-5.891912,2024-10-19T19:10:00.951728Z,5,6,254962866,3901,12.0,"['830407', '830403', '830191', '830029', '830687']",4ca38c47750ca09308e21967,687,Orangefield Playing Fields,Missing data,Park,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",591f03cf0d8a0f04db6c2cad,599,387 Ormeau Road,387 Ormeau Rd,Restaurant,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",53a810aa498ed84e5398d13a,521,Kaffe O,411 Ormeau Rd,Coffee Shop,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",5817638a38fa62c38f44588c,476,District,300 Ormeau Rd,Coffee Shop,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",4bc4abe34cdfc9b6fef69821,825,Kingspan Stadium,85 Ravenhill Park,Stadium,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",56fd1e27498e65b9eabf8efa,723,General Merchants,361 Ormeau Rd,Restaurant,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",4d14bf69cc216ea834555ed3,241,Cherryvale Playing Fields,Missing data,Park,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",511f7cc4e4b0d2f6118e4370,294,Shed,467 Ormeau Rd,Restaurant,VeryLikelyOpen
9,37bdf55233e68976b8d6e48b05b4870f,Ormeau Road / Rosetta Roundabout,54.572534,-5.915076,2024-10-19T19:10:00.949907Z,14,3,20756242,3930,16.0,"['83471', '830254', '830171', '830159', '830099', '830069', '830028', '830008', '830007', '830706', '830699', '830661', '830655', '830628']",5aa13b4031fd141238c92639,523,Bia Rebel,409 Ormeau Rd,Restaurant,VeryLikelyOpen
